time, IF0, IF1, VLSR, scanID, object, LO1, LO2
1708691029	1900	1900	0.0	27126	G002	13513.155359	13186.683680
1708698341	1900	1900	0.0	27170	G001	13513.150560	13186.678999
1708700264	1100	1100	0.0	27174	G345	13520.393655	13192.074260
1708756314	1300	1300	250.0	27313	LMC	13505.151265	13177.622274
1708766205	1900	1900	-10.0	27422	RCW120	13513.492852	13187.012921
1708766882	1900	1900	0.0	27436	G002	13513.164998	13186.693084
1708786992	1900	1900	0.0	27549	G345	13512.992267	13186.524577
1708813184	1100	1100	-10.0	27664	RCW120	13520.912097	13192.580025
1708814161	1900	1900	0.0	27678	G002	13513.179163	13186.706903
1708843253	1900	1900	-10.0	27704	RCW120	13513.500120	13187.020011
1708844016	1900	1900	0.0	27718	G002	13513.175065	13186.702905
1708872107	1100	1100	-10.0	27883	RCW120	13520.908644	13192.576656
1708872615	1100	1100	-50.0	27897	G334	13522.471320	13194.101120
1708883221	1100	1100	-50.0	27969	G334	13522.474872	13194.104585
1708930747	1300	1300	250.0	28060	LMC	13505.154873	13177.625795
1708940788	1900	1900	-10.0	28169	RCW120	13513.502859	13187.022684
1708941332	1900	1900	0.0	28183	G002	13513.180729	13186.708430
1708949790	1100	1100	-50.0	28233	G334	13522.471829	13194.101616
